date_time,nmbr_pests,change_pests,user_rvwd,event
06.12.2019 12:59:00,6,0,Yes,
06.12.2019 13:59:00,6,0,Yes,
06.12.2019 13:59:01,0,0,No,Sticky roll tweak
06.12.2019 15:00:00,0,0,Yes,
06.12.2019 16:00:00,0,0,Yes,
06.12.2019 17:00:00,0,0,Yes,
06.12.2019 17:55:00,0,0,Yes,
06.12.2019 18:55:00,0,0,Yes,
06.12.2019 19:56:00,0,0,Yes,
06.12.2019 20:56:00,0,0,Yes,
06.12.2019 21:56:00,0,0,Yes,
06.12.2019 22:56:00,0,0,Yes,
06.12.2019 23:56:00,0,0,Yes,
06.13.2019 00:57:00,0,0,Yes,
06.13.2019 01:57:00,0,0,No,
06.13.2019 02:57:00,0,0,No,
06.13.2019 03:57:00,0,0,Yes,
06.13.2019 04:57:00,2,2,Yes,
06.13.2019 05:58:00,4,2,Yes,
06.13.2019 06:58:00,4,0,Yes,
06.13.2019 07:58:00,4,0,Yes,
06.13.2019 08:58:00,4,0,Yes,
06.13.2019 09:58:00,4,0,Yes,
06.13.2019 10:59:00,4,0,Yes,
06.13.2019 11:59:00,4,0,Yes,
06.13.2019 12:59:00,4,0,Yes,
06.13.2019 13:59:00,4,0,Yes,
06.13.2019 13:59:01,0,0,No,Sticky roll tweak
06.13.2019 14:59:00,0,0,Yes,
06.13.2019 16:00:00,0,0,Yes,
06.13.2019 17:00:00,0,0,Yes,
06.13.2019 18:00:00,0,0,Yes,
06.13.2019 18:55:00,0,0,Yes,
06.13.2019 19:55:00,0,0,Yes,
06.13.2019 20:56:00,0,0,Yes,
06.13.2019 21:56:00,0,0,Yes,
06.13.2019 22:56:00,0,0,Yes,
06.13.2019 23:56:00,0,0,Yes,
06.14.2019 00:56:00,0,0,Yes,
06.14.2019 01:57:00,0,0,Yes,
06.14.2019 02:57:00,0,0,Yes,
06.14.2019 03:57:00,2,2,Yes,
06.14.2019 04:57:00,5,3,Yes,
06.14.2019 05:57:00,5,0,Yes,
06.14.2019 06:28:00,5,0,Yes,
06.14.2019 06:58:00,5,0,Yes,
06.14.2019 07:28:00,5,0,Yes,
06.14.2019 07:58:00,5,0,Yes,
06.14.2019 08:28:00,5,0,Yes,
06.14.2019 08:58:00,5,0,Yes,
06.14.2019 09:28:00,5,0,Yes,
06.14.2019 09:58:00,5,0,Yes,
06.14.2019 10:28:00,5,0,Yes,
06.14.2019 10:58:00,5,0,Yes,
06.14.2019 11:29:00,5,0,Yes,
06.14.2019 11:59:00,5,0,Yes,
06.14.2019 12:29:00,5,0,Yes,
06.14.2019 12:59:00,5,0,Yes,
06.14.2019 13:29:00,5,0,Yes,
06.14.2019 13:59:00,5,0,Yes,
06.14.2019 14:29:00,5,0,Yes,
06.14.2019 14:59:00,5,0,Yes,
06.14.2019 15:29:00,5,0,Yes,
06.14.2019 15:59:00,5,0,Yes,
06.14.2019 16:30:00,5,0,Yes,
06.14.2019 17:00:00,5,0,Yes,
06.14.2019 17:30:00,5,0,Yes,
06.14.2019 18:00:00,5,0,Yes,
06.14.2019 18:30:00,5,0,Yes,
06.14.2019 19:00:00,5,0,Yes,
06.14.2019 19:30:00,5,0,Yes,
06.14.2019 19:55:00,5,0,Yes,
06.14.2019 20:25:00,5,0,Yes,
06.14.2019 20:56:00,5,0,Yes,
06.14.2019 21:26:00,5,0,Yes,
06.14.2019 21:56:00,5,0,Yes,
06.14.2019 22:26:00,5,0,Yes,
06.14.2019 22:56:00,5,0,Yes,
06.14.2019 23:26:00,5,0,Yes,
06.14.2019 23:56:00,5,0,Yes,
06.15.2019 00:26:00,5,0,Yes,
06.15.2019 00:56:00,5,0,Yes,
06.15.2019 01:26:00,5,0,Yes,
06.15.2019 01:56:00,5,0,Yes,
06.15.2019 02:27:00,5,0,Yes,
06.15.2019 02:57:00,6,1,Yes,
06.15.2019 03:27:00,5,0,Yes,
06.15.2019 03:57:00,7,2,Yes,
06.15.2019 04:27:00,6,0,Yes,
06.15.2019 04:57:00,7,1,Yes,
06.15.2019 05:27:00,7,0,Yes,
06.15.2019 05:57:00,7,0,Yes,
06.15.2019 06:27:00,7,0,Yes,
06.15.2019 06:57:00,7,0,Yes,
06.15.2019 07:28:00,7,0,Yes,
06.15.2019 07:58:00,7,0,Yes,
06.15.2019 08:28:00,7,0,Yes,
06.15.2019 08:58:00,7,0,Yes,
06.15.2019 09:28:00,7,0,Yes,
06.15.2019 09:58:00,7,0,Yes,
06.15.2019 10:28:00,7,0,Yes,
06.15.2019 10:58:00,7,0,Yes,
06.15.2019 11:28:00,7,0,Yes,
06.15.2019 11:58:00,7,0,Yes,
06.15.2019 12:29:00,7,0,Yes,
06.15.2019 12:59:00,7,0,Yes,
06.15.2019 13:29:00,7,0,Yes,
06.15.2019 13:59:00,7,0,Yes,
06.15.2019 14:29:00,7,0,Yes,
06.15.2019 14:59:00,7,0,Yes,
06.15.2019 15:29:00,7,0,Yes,
06.15.2019 15:59:00,7,0,Yes,
06.15.2019 16:29:00,7,0,Yes,
06.15.2019 16:59:00,7,0,Yes,
06.15.2019 17:30:00,7,0,Yes,
06.15.2019 18:00:00,7,0,Yes,
06.15.2019 18:30:00,7,0,Yes,
06.15.2019 19:00:00,7,0,Yes,
06.15.2019 19:30:00,7,0,Yes,
06.15.2019 20:00:00,7,0,Yes,
06.15.2019 20:30:00,7,0,Yes,
06.15.2019 20:55:00,7,0,Yes,
06.15.2019 21:25:00,6,0,Yes,
06.15.2019 21:55:00,7,1,Yes,
06.15.2019 22:26:00,7,0,Yes,
06.15.2019 22:56:00,7,0,Yes,
06.15.2019 23:26:00,7,0,Yes,
06.15.2019 23:56:00,7,0,Yes,
06.16.2019 00:26:00,7,0,Yes,
06.16.2019 00:56:00,7,0,Yes,
06.16.2019 01:26:00,7,0,Yes,
06.16.2019 01:56:00,7,0,Yes,
06.16.2019 02:26:00,8,1,Yes,
06.16.2019 02:56:00,9,1,Yes,
06.16.2019 03:27:00,9,0,Yes,
06.16.2019 03:57:00,9,0,Yes,
06.16.2019 04:27:00,9,0,Yes,
06.16.2019 04:57:00,11,2,Yes,
06.16.2019 05:27:00,11,0,Yes,
06.16.2019 05:57:00,11,0,Yes,
06.16.2019 06:27:00,11,0,Yes,
06.16.2019 06:57:00,11,0,Yes,
06.16.2019 07:27:00,11,0,Yes,
06.16.2019 07:57:00,11,0,Yes,
06.16.2019 08:28:00,11,0,Yes,
06.16.2019 08:58:00,11,0,Yes,
06.16.2019 09:28:00,11,0,Yes,
06.16.2019 09:58:00,11,0,Yes,
06.16.2019 10:28:00,11,0,Yes,
06.16.2019 10:58:00,11,0,Yes,
06.16.2019 11:28:00,11,0,Yes,
06.16.2019 11:58:00,11,0,Yes,
06.16.2019 12:28:00,11,0,Yes,
06.16.2019 12:58:00,11,0,Yes,
06.16.2019 13:29:00,11,0,Yes,
06.16.2019 13:59:00,11,0,Yes,
06.16.2019 14:29:00,11,0,Yes,
06.16.2019 14:59:00,11,0,Yes,
06.16.2019 15:29:00,11,0,Yes,
06.16.2019 15:59:00,11,0,Yes,
06.16.2019 16:29:00,11,0,Yes,
06.16.2019 16:59:00,11,0,Yes,
06.16.2019 17:29:00,11,0,Yes,
06.16.2019 17:59:00,11,0,Yes,
06.16.2019 18:29:00,11,0,Yes,
06.16.2019 19:00:00,11,0,Yes,
06.16.2019 19:30:00,11,0,Yes,
06.16.2019 20:00:00,11,0,Yes,
06.16.2019 20:30:00,11,0,Yes,
06.16.2019 21:00:00,11,0,Yes,
06.16.2019 21:30:00,11,0,Yes,
06.16.2019 21:55:00,11,0,Yes,
06.16.2019 22:26:00,11,0,Yes,
06.16.2019 22:55:00,11,0,Yes,
06.16.2019 23:25:00,11,0,Yes,
06.16.2019 23:56:00,11,0,Yes,
06.17.2019 00:26:00,11,0,Yes,
06.17.2019 00:56:00,11,0,Yes,
06.17.2019 01:26:00,11,0,Yes,
06.17.2019 01:56:00,11,0,Yes,
06.17.2019 02:26:00,11,0,Yes,
06.17.2019 02:56:00,11,0,Yes,
06.17.2019 03:26:00,11,0,Yes,
06.17.2019 03:56:00,11,0,Yes,
06.17.2019 04:26:00,11,0,Yes,
06.17.2019 04:57:00,12,1,Yes,
06.17.2019 05:27:00,16,4,Yes,
06.17.2019 05:57:00,16,0,Yes,
06.17.2019 06:27:00,16,0,Yes,
06.17.2019 06:57:00,16,0,Yes,
06.17.2019 07:27:00,16,0,Yes,
06.17.2019 07:57:00,16,0,Yes,
06.17.2019 08:27:00,16,0,Yes,
06.17.2019 08:57:00,16,0,Yes,
06.17.2019 09:27:00,16,0,Yes,
06.17.2019 09:58:00,16,0,Yes,
06.17.2019 10:28:00,16,0,Yes,
06.17.2019 10:58:00,16,0,Yes,
06.17.2019 11:28:00,16,0,Yes,
06.17.2019 11:58:00,16,0,Yes,
06.17.2019 12:28:00,16,0,Yes,
06.17.2019 12:58:00,16,0,Yes,
06.17.2019 13:29:00,16,0,Yes,
06.17.2019 13:58:00,16,0,Yes,
06.17.2019 14:29:00,16,0,Yes,
06.17.2019 14:59:00,16,0,Yes,
06.17.2019 15:29:00,16,0,Yes,
06.17.2019 15:59:00,16,0,Yes,
06.17.2019 16:29:00,16,0,Yes,
06.17.2019 16:59:00,16,0,Yes,
06.17.2019 17:29:00,16,0,Yes,
06.17.2019 17:59:00,16,0,Yes,
06.17.2019 18:29:00,16,0,Yes,
06.17.2019 18:59:00,16,0,Yes,
06.17.2019 19:29:00,16,0,Yes,
06.17.2019 20:00:00,16,0,Yes,
06.17.2019 20:30:00,16,0,Yes,
06.17.2019 21:00:00,16,0,Yes,
06.17.2019 21:30:00,16,0,Yes,
06.17.2019 22:00:00,17,1,Yes,
06.17.2019 22:30:00,17,0,Yes,
06.17.2019 22:55:00,17,0,Yes,
06.17.2019 23:25:00,17,0,Yes,
06.17.2019 23:55:00,17,0,Yes,
06.18.2019 00:25:00,17,0,Yes,
06.18.2019 00:56:00,17,0,Yes,
06.18.2019 01:26:00,17,0,Yes,
06.18.2019 01:56:00,17,0,Yes,
06.18.2019 02:26:00,17,0,Yes,
06.18.2019 02:56:00,17,0,Yes,
06.18.2019 03:26:00,17,0,Yes,
06.18.2019 03:56:00,17,0,Yes,
06.18.2019 04:26:00,17,0,Yes,
06.18.2019 04:56:00,17,0,Yes,
06.18.2019 05:26:00,17,0,Yes,
06.18.2019 05:57:00,17,0,Yes,
06.18.2019 06:27:00,17,0,Yes,
06.18.2019 06:57:00,17,0,Yes,
06.18.2019 07:27:00,17,0,Yes,
06.18.2019 07:57:00,17,0,Yes,
06.18.2019 08:27:00,17,0,Yes,
06.18.2019 08:57:00,17,0,Yes,
06.18.2019 09:27:00,17,0,No,
06.18.2019 09:57:00,17,0,Yes,
06.18.2019 09:57:01,0,0,No,Sticky roll tweak
06.18.2019 10:27:00,0,0,Yes,
06.18.2019 10:58:00,0,0,Yes,
06.18.2019 11:28:00,0,0,Yes,
06.18.2019 11:58:00,0,0,Yes,
06.18.2019 12:28:00,0,0,Yes,
06.18.2019 12:58:00,0,0,Yes,
06.18.2019 13:28:00,0,0,Yes,
06.18.2019 13:58:00,0,0,Yes,
06.18.2019 14:28:00,0,0,No,
06.18.2019 14:58:00,0,0,No,
06.18.2019 15:29:00,0,0,Yes,
06.18.2019 15:59:00,0,0,Yes,
06.18.2019 16:29:00,0,0,Yes,
06.18.2019 16:59:00,0,0,Yes,
06.18.2019 17:29:00,0,0,Yes,
06.18.2019 17:59:00,0,0,Yes,
06.18.2019 18:29:00,0,0,Yes,
06.18.2019 18:59:00,0,0,Yes,
06.18.2019 19:29:00,0,0,Yes,
06.18.2019 19:59:00,0,0,Yes,
06.18.2019 20:29:00,0,0,No,
06.18.2019 21:00:00,0,0,No,
06.18.2019 21:30:00,0,0,No,
06.18.2019 22:00:00,0,0,No,
06.18.2019 22:30:00,0,0,No,
06.18.2019 23:00:00,0,0,No,
06.18.2019 23:30:00,0,0,Yes,
06.18.2019 23:55:00,0,0,Yes,
06.19.2019 00:25:00,0,0,Yes,
06.19.2019 00:55:00,0,0,Yes,
06.19.2019 01:26:00,0,0,Yes,
06.19.2019 01:56:00,0,0,Yes,
06.19.2019 02:26:00,0,0,Yes,
06.19.2019 02:56:00,0,0,Yes,
06.19.2019 03:26:00,0,0,Yes,
06.19.2019 03:56:00,0,0,Yes,
06.19.2019 04:26:00,0,0,Yes,
06.19.2019 04:56:00,2,2,Yes,
06.19.2019 05:26:00,2,0,Yes,
06.19.2019 05:56:00,2,0,Yes,
06.19.2019 06:26:00,2,0,Yes,
06.19.2019 06:57:00,2,0,Yes,
06.19.2019 07:27:00,2,0,Yes,
06.19.2019 07:57:00,2,0,Yes,
06.19.2019 08:27:00,2,0,Yes,
06.19.2019 08:57:00,2,0,Yes,
06.19.2019 09:27:00,2,0,Yes,
06.19.2019 09:57:00,2,0,Yes,
06.19.2019 10:27:00,2,0,Yes,
06.19.2019 10:57:00,2,0,Yes,
06.19.2019 11:27:00,2,0,Yes,
06.19.2019 11:58:00,2,0,Yes,
06.19.2019 12:28:00,2,0,Yes,
06.19.2019 12:58:00,2,0,Yes,
06.19.2019 13:28:00,2,0,Yes,
06.19.2019 13:58:00,2,0,Yes,
06.19.2019 14:28:00,2,0,Yes,
06.19.2019 14:58:00,2,0,Yes,
06.19.2019 15:28:00,2,0,Yes,
06.19.2019 15:59:00,2,0,Yes,
06.19.2019 16:28:00,2,0,Yes,
06.19.2019 16:59:00,2,0,Yes,
06.19.2019 17:29:00,2,0,Yes,
06.19.2019 17:59:00,2,0,Yes,
06.19.2019 18:29:00,2,0,Yes,
06.19.2019 18:59:00,2,0,Yes,
06.19.2019 19:29:00,2,0,Yes,
06.19.2019 19:59:00,2,0,Yes,
06.19.2019 20:29:00,2,0,Yes,
06.19.2019 20:59:00,2,0,Yes,
06.19.2019 21:29:00,2,0,Yes,
06.19.2019 22:00:00,2,0,Yes,
06.19.2019 22:30:00,2,0,Yes,
06.19.2019 23:00:00,2,0,Yes,
06.19.2019 23:30:00,2,0,Yes,
06.20.2019 00:00:00,2,0,Yes,
06.20.2019 00:30:00,2,0,Yes,
06.20.2019 00:55:00,2,0,Yes,
06.20.2019 01:25:00,2,0,Yes,
06.20.2019 01:55:00,2,0,Yes,
06.20.2019 02:25:00,2,0,Yes,
06.20.2019 02:56:00,2,0,Yes,
06.20.2019 03:26:00,2,0,Yes,
06.20.2019 03:56:00,3,1,Yes,
06.20.2019 04:26:00,5,2,Yes,
06.20.2019 04:56:00,5,0,Yes,
06.20.2019 05:26:00,5,0,Yes,
06.20.2019 05:56:00,5,0,Yes,
06.20.2019 06:26:00,5,0,Yes,
06.20.2019 06:56:00,5,0,Yes,
06.20.2019 07:27:00,5,0,Yes,
06.20.2019 07:57:00,5,0,Yes,
06.20.2019 08:27:00,5,0,Yes,
06.20.2019 08:57:00,5,0,Yes,
06.20.2019 09:27:00,5,0,Yes,
06.20.2019 09:57:00,5,0,Yes,
06.20.2019 10:27:00,5,0,Yes,
06.20.2019 10:57:00,5,0,Yes,
06.20.2019 11:27:00,5,0,Yes,
06.20.2019 11:57:00,5,0,Yes,
06.20.2019 12:27:00,5,0,Yes,
06.20.2019 12:58:00,5,0,Yes,
06.20.2019 13:28:00,5,0,Yes,
06.20.2019 13:58:00,5,0,Yes,
06.20.2019 14:28:00,5,0,Yes,
06.20.2019 14:58:00,5,0,Yes,
06.20.2019 15:28:00,5,0,Yes,
06.20.2019 15:58:00,5,0,Yes,
06.20.2019 16:28:00,5,0,Yes,
06.20.2019 16:58:00,5,0,Yes,
06.20.2019 17:28:00,5,0,Yes,
06.20.2019 17:59:00,5,0,Yes,
06.20.2019 18:29:00,5,0,Yes,
06.20.2019 18:59:00,5,0,Yes,
06.20.2019 19:29:00,5,0,Yes,
06.20.2019 19:59:00,5,0,No,
06.20.2019 20:29:00,5,0,Yes,
06.20.2019 20:59:00,5,0,Yes,
06.20.2019 21:29:00,5,0,Yes,
06.20.2019 21:59:00,5,0,Yes,
06.20.2019 22:29:00,5,0,Yes,
06.20.2019 23:00:00,6,1,Yes,
06.20.2019 23:30:00,5,0,Yes,
06.21.2019 00:00:00,6,1,Yes,
06.21.2019 00:30:00,6,0,Yes,
06.21.2019 01:00:00,6,0,Yes,
06.21.2019 01:30:00,6,0,Yes,
06.21.2019 02:25:00,6,0,Yes,
06.21.2019 02:55:00,6,0,Yes,
06.21.2019 03:25:00,6,0,Yes,
06.21.2019 03:56:00,6,0,Yes,
06.21.2019 04:26:00,6,0,Yes,
06.21.2019 04:56:00,6,0,Yes,
06.21.2019 05:26:00,6,0,Yes,
06.21.2019 05:56:00,6,0,Yes,
06.21.2019 06:26:00,6,0,Yes,
06.21.2019 06:56:00,6,0,Yes,
06.21.2019 07:26:00,6,0,Yes,
06.21.2019 07:56:00,6,0,Yes,
06.21.2019 08:26:00,6,0,Yes,
06.21.2019 08:57:00,3,0,Yes,
06.21.2019 09:27:00,6,3,Yes,
06.21.2019 09:57:00,6,0,Yes,
06.21.2019 10:27:00,6,0,Yes,
06.21.2019 10:57:00,6,0,Yes,
06.21.2019 11:27:00,6,0,Yes,
06.21.2019 11:57:00,6,0,Yes,
06.21.2019 12:27:00,6,0,Yes,
06.21.2019 12:57:00,6,0,Yes,
06.21.2019 13:27:00,6,0,Yes,
06.21.2019 13:58:00,6,0,Yes,
06.21.2019 14:28:00,6,0,Yes,
06.21.2019 14:58:00,6,0,Yes,
06.21.2019 15:28:00,6,0,Yes,
06.21.2019 15:58:00,6,0,Yes,
06.21.2019 16:28:00,6,0,Yes,
06.21.2019 16:58:00,6,0,Yes,
06.21.2019 17:28:00,6,0,Yes,
06.21.2019 17:58:00,6,0,Yes,
06.21.2019 18:28:00,6,0,Yes,
06.21.2019 18:59:00,6,0,Yes,
06.21.2019 19:29:00,6,0,Yes,
06.21.2019 19:59:00,6,0,Yes,
06.21.2019 20:29:00,6,0,Yes,
06.21.2019 20:59:00,6,0,Yes,
06.21.2019 21:29:00,6,0,Yes,
06.21.2019 21:59:00,6,0,Yes,
06.21.2019 22:29:00,6,0,Yes,
06.21.2019 22:59:00,6,0,Yes,
06.21.2019 23:30:00,6,0,Yes,
06.22.2019 00:00:00,6,0,Yes,
06.22.2019 00:30:00,6,0,Yes,
06.22.2019 01:00:00,6,0,Yes,
06.22.2019 01:30:00,6,0,Yes,
06.22.2019 02:00:00,6,0,Yes,
06.22.2019 02:30:00,6,0,Yes,
06.22.2019 03:00:00,6,0,Yes,
06.22.2019 03:25:00,6,0,Yes,
06.22.2019 03:55:00,6,0,Yes,
06.22.2019 04:25:00,6,0,Yes,
06.22.2019 04:56:00,6,0,Yes,
06.22.2019 05:26:00,6,0,Yes,
06.22.2019 05:56:00,6,0,Yes,
06.22.2019 06:26:00,6,0,Yes,
06.22.2019 06:56:00,6,0,Yes,
06.22.2019 07:26:00,6,0,Yes,
06.22.2019 07:56:00,6,0,Yes,
06.22.2019 08:26:00,6,0,Yes,
06.22.2019 08:56:00,6,0,Yes,
06.22.2019 09:26:00,6,0,Yes,
06.22.2019 09:56:00,6,0,Yes,
06.22.2019 10:27:00,6,0,Yes,
06.22.2019 10:57:00,6,0,Yes,
06.22.2019 11:27:00,6,0,Yes,
06.22.2019 11:57:00,6,0,Yes,
06.22.2019 12:27:00,6,0,Yes,
06.22.2019 12:57:00,6,0,Yes,
06.22.2019 13:27:00,6,0,Yes,
06.22.2019 13:57:00,6,0,Yes,
06.22.2019 14:27:00,6,0,Yes,
06.22.2019 14:58:00,6,0,Yes,
06.22.2019 15:28:00,6,0,Yes,
06.22.2019 15:58:00,6,0,Yes,
06.22.2019 16:28:00,6,0,Yes,
06.22.2019 16:58:00,6,0,Yes,
06.22.2019 17:28:00,6,0,Yes,
06.22.2019 17:58:00,6,0,Yes,
06.22.2019 18:28:00,6,0,Yes,
06.22.2019 18:59:00,6,0,Yes,
06.22.2019 19:29:00,6,0,Yes,
06.22.2019 19:58:00,6,0,Yes,
06.22.2019 20:29:00,6,0,Yes,
06.22.2019 20:59:00,6,0,Yes,
06.22.2019 21:29:00,6,0,Yes,
